eng,zh-cn,zh-tw,Source,Duplicated
You are defending against a Xiangyang Commandery military force!,你正在防御一支襄阳豪强的军队！,您正在防禦襄陽郡部隊的攻擊！,Vanilla,False
You are defending against a Xiangyang Separatists force!,你正在防御一支襄阳豪强叛党的军队！,您正在防禦襄陽獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xiangyang Separatists military force!,你正在防御一支襄阳叛党的军队！,您正在防禦襄陽獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xihe Commandery Separatists force!,你正在防御一支西河豪强叛党的军队！,您正在防禦西河郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xihe Commandery force!,你正在防御一支西河豪强的军队！,您正在防禦西河郡部隊的攻擊！,Vanilla,False
You are defending against a Xihe Commandery military force!,你正在防御一支西河豪强的军队！,您正在防禦西河郡部隊的攻擊！,Vanilla,False
You are defending against a Xihe Separatists military force!,你正在防御一支西河叛党的军队！,您正在防禦西河獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xin Xuan Separatist military force!,,,Vanilla,False
You are defending against a Xin Xuan military force!,,,Vanilla,False
You are defending against a Xindu Commandery force!,你正在防御一支新都豪强的军队！,您正在防禦新都郡部隊的攻擊！,Vanilla,False
You are defending against a Xindu Commandery military force!,你正在防御一支新都豪强的军队！,您正在防禦新都郡部隊的攻擊！,Vanilla,False
You are defending against a Xindu Separatists force!,你正在防御一支新都豪强叛党的军队！,您正在防禦新都獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xindu Separatists military force!,你正在防御一支新都叛党的军队！,您正在防禦新都獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xuchang Commandery force!,你正在防御一支颍川豪强的军队！,您正在防禦潁川郡部隊的攻擊！,Vanilla,False
You are defending against a Xuchang Commandery military force!,你正在防御一支颍川豪强的军队！,您正在防禦潁川郡部隊的攻擊！,Vanilla,False
You are defending against a Xuchang Separatists force!,你正在防御一支颍川豪强叛党的军队！,您正在防禦潁川獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xuchang Separatists military force!,你正在防御一支颍川叛党的军队！,您正在防禦潁川獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yanmen Commandery force!,你正在防御一支雁门豪强的军队！,您正在防禦雁門郡部隊的攻擊！,Vanilla,False
You are defending against a Yanmen Commandery military force!,你正在防御一支雁门豪强的军队！,您正在防禦雁門郡部隊的攻擊！,Vanilla,False
You are defending against a Yanmen Separatists force!,你正在防御一支雁门豪强叛党的军队！,您正在防禦雁門獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yanmen Separatists military force!,你正在防御一支雁门叛党的军队！,您正在防禦雁門獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Ye Commandery Separatists force!,你正在防御一支邺豪强叛党的军队！,您正在防禦鄴郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Ye Commandery force!,你正在防御一支邺豪强的军队！,您正在防禦鄴郡部隊的攻擊！,Vanilla,False
You are defending against a Ye Commandery military force!,你正在防御一支邺豪强的军队！,您正在防禦鄴郡部隊的攻擊！,Vanilla,False
You are defending against a Ye Separatists military force!,你正在防御一支邺叛党的军队！,您正在防禦鄴獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yellow Turban Rebels military force!,你正在防御一支黄巾叛军的军队！,您正在防禦黃巾軍部隊的攻擊！,Vanilla,False
You are defending against a Ying Shao Separatist military force!,,,Vanilla,False
You are defending against a Ying Shao military force!,,,Vanilla,False
You are defending against a Yizhou Commandery Separatists force!,你正在防御一支益州豪强叛党的军队！,您正在防禦益州郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yizhou Commandery force!,你正在防御一支益州豪强的军队！,您正在防禦益州郡部隊的攻擊！,Vanilla,False
You are defending against a Yizhou Separatist military force!,,,Vanilla,False
You are defending against a Yong'an Commandery force!,你正在防御一支巴东豪强的军队！,您正在防禦巴東郡部隊的攻擊！,Vanilla,False
You are defending against a Yong'an Commandery military force!,你正在防御一支巴东豪强的军队！,您正在防禦巴東郡部隊的攻擊！,Vanilla,False
You are defending against a Yong'an Separatists force!,你正在防御一支巴东叛党的军队！,您正在防禦巴東獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yong'an Separatists military force!,你正在防御一支巴东叛党的军队！,您正在防禦巴東獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yongchang Commandery Separatists force!,你正在防御一支永昌郡国叛党的军队！,您正在防禦永昌郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yongchang Commandery force!,你正在防御一支永昌郡国的军队！,您正在防禦永昌郡部隊的攻擊！,Vanilla,False
You are defending against a Youbeiping Commandery force!,你正在防御一支右北平豪强的军队！,您正在防禦右北平郡部隊的攻擊！,Vanilla,False
You are defending against a Youbeiping Commandery military force!,你正在防御一支右北平豪强的军队！,您正在防禦右北平郡部隊的攻擊！,Vanilla,False
You are defending against a Youbeiping Separatists force!,你正在防御一支右北平豪强叛党的军队！,您正在防禦右北平獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Youbeiping Separatists military force!,你正在防御一支右北平叛党的军队！,您正在防禦右北平獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yu Commandery force!,你正在防御一支豫豪强的军队！,您正在防禦豫州郡部隊的攻擊！,Vanilla,False
You are defending against a Yu Commandery military force!,你正在防御一支豫豪强的军队！,您正在防禦豫州郡部隊的攻擊！,Vanilla,False
You are defending against a Yu Separatists force!,你正在防御一支豫豪强叛党的军队！,您正在防禦豫州獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yu Separatists military force!,你正在防御一支豫叛党的军队！,您正在防禦豫州獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yuan Shao Separatist military force!,你正在防御一支袁绍叛党的军队！,您正在防禦袁紹獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yuan Shao military force!,你正在防御一支袁绍的军队！,您正在防禦袁紹軍部隊的攻擊！,Vanilla,False
You are defending against a Yuan Shu Separatist military force!,你正在防御一支袁术叛党的军队！,您正在防禦袁術獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yuan Shu military force!,你正在防御一支袁术的军队！,您正在防禦袁術軍部隊的攻擊！,Vanilla,False
You are defending against a Yuan Xi Separatist military force!,,,Vanilla,False
You are defending against a Yuan Xi military force!,,,Vanilla,False
You are defending against a Yuan Yi Separatist military force!,,,Vanilla,False
You are defending against a Yuan Yi military force!,,,Vanilla,False
You are defending against a Yunnan Commandery Separatists force!,你正在防御一支云南郡国叛党的军队！,您正在防禦雲南郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yunnan Commandery force!,你正在防御一支云南郡国的军队！,您正在防禦雲南郡部隊的攻擊！,Vanilla,False
You are defending against a Yuzhang Commandery force!,你正在防御一支豫章豪强的军队！,您正在防禦豫章郡部隊的攻擊！,Vanilla,False
You are defending against a Yuzhang Commandery military force!,你正在防御一支豫章豪强的军队！,您正在防禦豫章郡部隊的攻擊！,Vanilla,False
You are defending against a Yuzhang Separatists force!,你正在防御一支豫章豪强叛党的军队！,您正在防禦豫章獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Yuzhang Separatists military force!,你正在防御一支豫章叛党的军队！,您正在防禦豫章獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Zangke Commandery Separatists force!,你正在防御一支牂牁豪强叛党的军队！,您正在防禦牂牁郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Zangke Commandery force!,你正在防御一支牂牁豪强的军队！,您正在防禦牂牁郡部隊的攻擊！,Vanilla,False
You are defending against a Zangke Commandery military force!,你正在防御一支牂牁豪强的军队！,您正在防禦牂牁郡部隊的攻擊！,Vanilla,False
